"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"11011               ","2","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011002","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXINHA-WAYUP SERVICOS - BAURU         ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011002            ","11011002            ","11011002            ","11011002            ","11011002            ","11011002            ","11011002            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011003","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXINHA-WAYUP SERVICOS- MS             ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011003            ","11011003            ","11011003            ","11011003            ","11011003            ","11011003            ","11011003            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011004","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXINHA-WAYUP SERVICOS- MARINGA        ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011004            ","11011004            ","11011004            ","11011004            ","11011004            ","11011004            ","11011004            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011005","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXINHA-WAYUP SERVICOS- LONDRINA       ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011005            ","11011005            ","11011005            ","11011005            ","11011005            ","11011005            ","11011005            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011006","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXINHA-WAYUP SERVICOS- CASCAVEL       ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011006            ","11011006            ","11011006            ","11011006            ","11011006            ","11011006            ","11011006            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011007","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXINHA - WAYUP SERVCOS - CASCAVEL II  ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011007            ","11011007            ","11011007            ","11011007            ","11011007            ","11011007            ","11011007            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11011               ","2","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011008","P |01|CT1200||11011","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXINHA OBRA- NOVA SEDE                ","CAIXA                                   ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11011008            ","11011008            ","11011008            ","11011008            ","11011008            ","11011008            ","11011008            ","11011               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11012               ","2","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012001","P |01|CT1200||11012","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","ITAU- WAYUP SERVICOS-CC 99896-7         ","BANCOS CONTA MOVIMENTO                  ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11012001            ","11012001            ","11012001            ","11012001            ","11012001            ","11012001            ","11012001            ","11012               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11012               ","2","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012002","P |01|CT1200||11012","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","B.BRASIL-WAYUP SERVICOS CC 23937-2      ","BANCOS CONTA MOVIMENTO                  ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11012002            ","11012002            ","11012002            ","11012002            ","11012002            ","11012002            ","11012002            ","11012               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11012               ","2","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012003","P |01|CT1200||11012","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","ITAU- WAYUP SJRP - CC 24400-8           ","BANCOS CONTA MOVIMENTO                  ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11012003            ","11012003            ","11012003            ","11012003            ","11012003            ","11012003            ","11012003            ","11012               ","1101                ","11                  ","1                   ","P |01|AK5200||"
"11012               ","2","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012004","P |01|CT1200||11012","P |01|CT1200||1101","P |01|CT1200||11","P |01|CT1200||1","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","B.BRASIL - WAYUP SJRP - CC 23667-5      ","BANCOS CONTA MOVIMENTO                  ","DISPONIBILIDADE                         ","ATIVO CIRCULANTE                        ","ATIVO                                   ","11012004            ","11012004            ","11012004            ","11012004            ","11012004            ","11012004            ","11012004            ","11012               ","1101                ","11                  ","1                   ","P |01|AK5200||"
